author,comment,published_at,clean_comment
@iblesbosuok,"Itulah. Lalai mengamalkan ajaran tumakninah. Kalau sdg membangun gedung ya tumakninah membangun gedung. Tdk sambil digunakan.
Ajaran2nya komplit. Ada ajaran utk tumakninah, ada ajaran utk memanfaatkan gaya alam utk kemaslahatan manusia (al-alaq 1), ada ajaran utk selalu berikhtiar menjaga keselamatan semua orang & msh banyak lagi. Tinggal diamalkan atau lalai mengamalkan.",2 months ago,lalai amal ajar tumakninah kalau sdg bangun gedung tumakninah bangun gedung tdk guna ajar komplit ajar utk tumakninah ajar utk manfaat gaya alam utk maslahat manusia alalaq ajar utk selalu ikhtiar jaga selamat semua orang msh banyak tinggal amal lalai amal
@wilisutama1959,"Pondasi sudah lebih dari 10 bulan.
Yang jelas yang ngawur itu struktur bawah bukan struktur atas.
Yang jelas pondasi tidak sesuai dengan kekuatan beban atas. Dan kemungkinan juga mutu bahan dan kualitas bahan pondasi tidak sesuai  standar bangunan tinggi.",2 months ago,pondasi lebih bulan jelas ngawur struktur bawah bukan struktur atas jelas pondasi sesuai kuat beban atas mungkin mutu bahan kualitas bahan pondasi sesuai standar bangun tinggi
@ibnuzirr,Thanks info nya,2 months ago,thanks info nya
@MaulanaRubai,Salah menghitung pembesian ...,2 months ago,salah hitung besi
@ariari1664,"menurut pak Kyai, adanya aktivitas di bawah itu sdh takdir dr Allah",2 months ago,pak kyai ada aktivitas bawah sdh takdir dr allah
@RoiWardana,"Betul harus disingkirkan dulu masalah takdir, prosedur pembangunan sudah sesuai apa tidak dengan standart konstruksi",2 months ago,betul singkir dulu masalah takdir prosedur bangun sesuai apa standart konstruksi
@IwanBojod,"Kontruksi itu ada perhitungan matematikanya guna beban dan ketinggian kalo di hitung dengan matang gak akan roboh, terkecuali terkena bencana alam gempa, 
Kalo ujug ujug roboh tentunya ada yang salah dalam perhitungan kontruksi, 
Jangan ada dalih takdir kalo ada seseorang yang harus bertanggung jawab dalam urusan biayaya dan menghitung kontruksi",2 months ago,kontruksi hitung matematika beban tinggi kalo hitung matang gak roboh kecuali kena bencana alam gempa kalo ujug ujug roboh tentu salah hitung kontruksi jangan dalih takdir kalo orang tanggung jawab urus biayaya hitung kontruksi
@Ngapiyah-q3q,Yng sabar ibu semoga anaknya  mendapat  tempat disorga nya olloh amiiin,2 months ago,yng sabar ibu moga anak dapat tempat disorga nya olloh amiiin
@wibinem,"Innalilahi wa innailaihi rojiun, semoga diberi ketabahan buat keluarga santri yg ditinggalkan, tapi yg cukup disesalkan yaitu tidak ada kata maaf yang keluar dari kiai, memang semua takdir Allah, tapi jika bisa dicegah justru lebih baik. Safety first.",2 months ago,innalilahi wa innailaihi rojiun moga beri tabah buat keluarga santri tinggal cukup sesal kata maaf keluar kiai memang semua takdir allah cegah justru lebih baik safety first
@electronik.pekalongan,Ya Allah turut prihatin ... perhatian bagi kita semua .. ada kelalaian dalam pengaturan konstruksi ...,2 months ago,allah turut prihatin perhati semua lalai atur konstruksi
@lilikmsanti2485,Innalilahi wainnailaihi rojiun...ya Robb selamat kan semuanya... mudahkan lah segala urusan mereka,2 months ago,innalilahi wainnailaihi rojiunya robb selamat kan semua mudah lah segala urus
@mnmusyafa20,"Yaa Allah, semoga Allah berikan pertolongan",2 months ago,yaa allah moga allah ikan tolong
@saenahenah9691,Innalillahi Wa Innalillahi Rojiun. Ya Allah smoga santri dan yg menjadi korban dlm keadaan baik2 sj,2 months ago,innalillahi wa innalillahi rojiun allah smoga santri jadi korban dlm ada baik sj
@mujahidansori2125,"Atas musibah ini mungkin Allah berkehendak lain, semoga pondok Al Khoziny akan tambah jaya dimasa mendatang...❤",2 months ago,atas musibah mungkin allah hendak moga pondok al khoziny tambah jaya masa datang
@saqtvsenandungalquran,"Ya Alloh😢😢 Pesantren ku sedang berduka, semoga di beri Kesabaran semua..",2 months ago,alloh pesantren ku sedang duka moga beri sabar semua
@ajisaka6123,Ya Allah Semoga santri yg terdampak diberi keselamatan..Aamiin,2 months ago,allah moga santri dampak beri keselamatanaamiin
@mariffauzy,"Sy tdk bayangkan gmn rasanya anak2 tertimbun beton2 yg keras dn berat itu😭. Betul yai ini takdir allah, tp ngapunten semua takdir yg di peroleh dari hasil usaha kita. Perhitungan yg matang dlm pembangunan juga merupakan dari hasil  usaha kita yg menentukan takdir kita. ( faham ta rek seng tak mksd)😊🙏",2 months ago,sy tdk bayang gmn rasa anak timbun beton keras dn berat betul yai takdir allah tp ngapunten semua takdir oleh hasil usaha hitung matang dlm bangun rupa hasil usaha tentu takdir faham ta rek seng tak mksd
@WiwikJayati-yv4tx,Innalilahi wa'innalilahi roji'un...semoga semuanya di beri kesabaran dan kekuatan Aamiin.,2 months ago,innalilahi wainnalilahi rojiunsemoga semua beri sabar kuat aamiin
@johans2961,Ikut berduka cita sedalam dalamnya atas musibah ini. Semoga semua masih bisa diselamatkan ... salam duka dari kami umat katolik ... 😢,2 months ago,ikut duka cita dalam dalam atas musibah moga semua selamat salam duka umat katolik
@EndahNur-k2y,"Bismillah.. Ya Allah berikan kemudahan,, kekuatan.. keselamatan dan kesehatan untuk para korban,,,",2 months ago,bismillah allah ikan mudah kuat selamat sehat korban
@TERMULcebongTOLOL,Yaa Allah ya Rabb🤲🤲🤲berikanlah pertolongan-Mu kepada para santri yg menjadi korban yaa Allah😭😭😭,2 months ago,yaa allah rabbberikanlah tolong santri jadi korban yaa allah
@KhomsatunAsa,Semoga cepat ketemu yg blm di temukan dan dlm keadaan selamat ya Alloh.,2 months ago,moga cepat ketemu blm temu dlm ada selamat alloh
@aguswidjosantoso5946,"Innalillahi wainna ilaihi rojiun, ya Allah selamatkanlah dan beri kesabaran bagi para santri dan Ustadz, Ustadzah nya dari musibah ini.",2 months ago,innalillahi wainna ilaihi rojiun allah selamat beri sabar santri ustadz ustadzah nya musibah
@minatinati7967,ya Allah semoga semua santri2 nya selamat semua Aamiin🤲😢,2 months ago,allah moga semua santri nya selamat semua aamiin
@JajaHaha-w9u,"Yalloh smg santri dan semuwa pengsuh dan dan bpk ibuk wali santri ttp tabah dan sadar memang smw itu, ke,hendak alloh swt,",2 months ago,yalloh smg santri semuwa suh bpk ibuk wali santri ttp tabah sadar memang smw hendak alloh swt
@ibnoeesdeesqi5691,"Semoga peristiwa ini menjadi pelajaran kita semua. Terutama bagi yang terkait dengan pengelola Ponpes.
Santri yang menderita sakit, supaya segera sembuh dan yang meninggal dunia,  sudah pasti sahid karena sedang mecari ilmu dan beribadah.
Bagi keluarga korban,  semoga diberi kesabaran dan ketabahan  dalam menerima ujian dari Yang Maha Kuasa.  Amin.",2 months ago,moga peristiwa jadi ajar semua utama kait kelola ponpes santri derita sakit segera sembuh tinggal dunia sahid sedang mecari ilmu ibadah keluarga korban moga beri sabar tabah terima uji maha kuasa amin
@teguhharsono167,"Astaghfirullah, innalillahi wainailaihi rojiun",2 months ago,astaghfirullah innalillahi wainailaihi rojiun
@annisadestika,Semoga keluarga sabar dan tabah menghadapi musibah ini Ya Allah🤲🤲,2 months ago,moga keluarga sabar tabah hadap musibah allah
@lentfent5864,Amin yarabal alamin,2 months ago,amin yarabal alamin
@armingyan2651,anda yg punya ya? turut prihatin ya atas musibah ini,2 months ago,punya turut prihatin atas musibah
@mochamadmusonnif3095,"Kk pernah mondok disana brp tahun ?,,..",2 months ago,kk pernah mondok sana brp tahun
@nanohadi4736,"aamin..
Kulo nggh alumni alkhoziny",2 months ago,aamin kulo nggh alumni alkhoziny
@legimin635,"Jawaban dari pak yai ndak tahu...
Seperti jawabannya Mulyono...ndak tahu.. sedah tapi belum..",2 months ago,jawab pak yai ndak tahu jawab mulyonondak tahu dah
@estrikurniawati340,"Paham sekali, bangunan bertingkat dan besar harusnya pake jasa ahli konstruksi,bukan hasil pikiran pertukangan biasa. Trus kalo ada musibah begini endingnya bilang takdir 🙄 make sense gak sih? Kalo orang wafat sy paham itu takdir 🙄",2 months ago,paham sekali bangun tingkat besar harus pake jasa ahli konstruksibukan hasil pikir tukang biasa trus kalo musibah begini endingnya bilang takdir make sense gak kalo orang wafat sy paham takdir
@sripaini1671,sama kayak naik sepeda motor mainan hp,2 months ago,sama kayak naik sepeda motor main hp
@NabilaSasiKiranaPutri-n9c,"Nah, Bener itu..!",2 months ago,nah bener
@SutinoSutino-y8f,Orang kita sangat meremehkan soal kontruksi bangunan...,2 months ago,orang sangat remeh soal kontruksi bangun
@RinaldiUkky,Sangat paham,2 months ago,sangat paham
@dyahsusantidyah9517,Faham.,2 months ago,faham
@sandywang5147,Aku Yo mikir ngunu rek,2 months ago,aku yo mikir ngunu rek
@vebyhenna4731,Iya emang bener.,2 months ago,iya emang bener
@NurWakhid-hg4he,Betul,2 months ago,betul
@PutraWahyu-w3s,Yo gak tau.....,2 months ago,yo gak tau
@solikinkin639,Bener lorrrr.....,2 months ago,bener lorrrr
@antonyulianto1582,"Itu di bangun terus tingkat atasnya, gk d pkirkan pondasi bawahnya",2 months ago,bangun terus tingkat atas d pkirkan pondasi bawah
@adityamuhammad8812,"Takdir ya takdir, bagaimanapun usaha kalau takdirnya demikian ya tetap saja yg terjadi adalh apa yg dikehendaki takdir. 

Ndak perlu meragukan, menyoal, bahkan bernada menyalahkan perencanaan pembangunan pondok, seolah-olah lebih tau dari pihak pesantren dan kontraktor bangunan. 

Yg husnudzon dong, pihak pondok dan kontraktor bangunan, arsitek atau lainnya pasti sdh merencanakan pembangunan dengan matang. Tapi namanya musibah tentu tdk ada yg bisa menduga. Semoga kita dapat mengambil hikmah atas peristiwa ini dan mudah mudahan keluarga yg menjadi korban diberi ketabahan dan pahala yg besar amin",2 months ago,takdir takdir usaha kalau takdir tetap jadi adalh apa hendak takdir ndak perlu ragu soal bahkan nada salah rencana bangun pondok seolaholah lebih tau pihak pesantren kontraktor bangun husnudzon pihak pondok kontraktor bangun arsitek lain sdh rencana bangun matang nama musibah tdk duga moga ambil hikmah atas peristiwa mudah mudah keluarga jadi korban beri tabah pahala besar amin
@jironahaja3974,Amiinn.amiinn.ybl,2 months ago,amiinnamiinnybl
@LindaLinda-dt1gm,Aamiin ya Allah 🤲🤲,2 months ago,aamiin allah
@bilalandfamilyntt,Aaminxxx ya rabbal alamin,2 months ago,aaminxxx rabbal alamin
@guszain1504,amin ya Alloh,2 months ago,amin alloh
@mispan6013,Kekuatan kaki tidak seimbang dgn badan sikile Yo tugel REEKK   dari Palembang hanya kirim do'a smoga klg korban di beri ketabahan dlm cobaan,2 months ago,kuat kaki imbang dgn badan sikile yo tugel reekk palembang kirim doa smoga klg korban beri tabah dlm coba
@SerpongUtara-u8c2v,kita doakan bersama semoga tim SAR gabungan bisa menjalankan tugas dengan sebaik-baiknya dan semoga para santri bisa di selamat kan semua Alfatihah🙏🙏,2 months ago,doa sama moga tim sar gabung jalan tugas sebaikbaiknya moga santri selamat kan semua alfatihah
@elziefauziyah993,Ya Allah beriknlah kesehatan dn kesalamatan unt KHR. Abdus Salam Mujib beserta smua keluarga.... Serta para santri dn wali murid diberikan kesabaran dan pahala yg berlipat2... Yg sakit sgr Allah sembuhkan... Aamiiin ya Allah ya robbal 'alamin,2 months ago,allah beriknlah sehat dn kesalamatan unt khr abdus salam mujib serta smua keluarga santri dn wali murid beri sabar pahala lipat sakit sgr allah sembuh aamiiin allah robbal alamin
@budinasgor1806,ya Allah selamatkanlah santrinya semua amiinn ya Allah.,2 months ago,allah selamat santri semua amiinn allah
@adrianuspratama1303,"Informmasi dibatasin, turut berduka cita untuk para korban",2 months ago,informmasi dibatasin turut duka cita korban
@darmawati2016,"Innalilahi A'la kulli haal
Semoga  Allah melindungi semua santri
Semoga cepat ditangani dan semua santri selamat TDK ada korban yg serius🤲",2 months ago,innalilahi ala kulli haal moga allah lindung semua santri moga cepat tangan semua santri selamat tdk korban serius
@alitaufik5628,Semoga di beri kesabaran,2 months ago,moga beri sabar
@Nursin-s4v,"Ya Allah mudahkanlah evakuasi untuk menolong para santri yg tertimbun ..dan semoga semuanya selamat ,, untuk keluarga para santri dan Bapak Kyai selaku pengasuh pondok  jg seluruh para ustad semoga tetep di limpahkan kesabaran dengan terjadinya tragedi kecelakaan ini ,, Aamiin ya rabbal alamiin 🤲🙏",2 months ago,allah mudah evakuasi tolong santri timbun moga semua selamat keluarga santri bapak kyai selaku asuh pondok jg seluruh ustad moga tetep limpah sabar jadi tragedi celaka aamiin rabbal alamiin
@Ali666-eq5jj,Semua ini musibah dari allah...iyaa sihhh...tapi hal semacam ini setidaknya bisa di cegah klo prosedur pembangunannya di penuhi...yaa semoga seluruh pihak di berikan yang terbaik dari allah swt...dan semua santri yang masih terjebak bisa di evakuasi dengan keadaan selamat...😔😔😔,2 months ago,semua musibah allahiyaa sihhhtapi macam cegah klo prosedur bangun penuhiyaa moga seluruh pihak ikan baik allah swtdan semua santri jebak evakuasi ada selamat
@Ahmad79-l5e,innalillahi waina ilaihirojiun  semoga kelurga para korban musibah diberi kesabaran 🤲,2 months ago,innalillahi waina ilaihirojiun moga kelurga korban musibah beri sabar
@VanPersie866,"Ya Allah Kiai..... Saya ikut berduka, semoga segera cepat selesai evakuasi nya, diberikan ketabahan, kesabaran, saya yakin yg wafat Husnul Khotimah karena pada waktu sholat apalagi waktu menuntut ilmu di Pesantren. Aaaamiiin....",2 months ago,allah kiai ikut duka moga segera cepat selesai evakuasi nya beri tabah sabar yakin wafat husnul khotimah waktu sholat waktu tuntut ilmu pesantren aaaamiiin
@novalngapak7228,Ya alllah selamatkan anak2 santri yg sholeh2 ini ya alllahhh..krn anak saya sendiri jg lg menuntut ilmu di pondok aminnn,2 months ago,alllah selamat anak santri sholeh alllahhhkrn anak sendiri jg lg tuntut ilmu pondok aminnn
@NabilaSasiKiranaPutri-n9c,"Pelajaran buat pihak lain, bangunan berat utk aktivitas banyak org harus dibangun sesuai perhitungan teknik sipil. Jgn disamakan dengan bangunan biasa, yg di rehab jadi 2 atau 3 tingkat.
Tiang beton, balok induk lantai 2 atau 3 serta plat lantai 2 atau 3 harus sesuai perhitungan beban mati dan beban bergerak.
Dilihat dr runtuhan plat lantai TDK ada pengulangan hanya pakai lembaran seng galvanis/bondes.
Jgn heran klo seperti ini akibatnya. Jika pihak pesantren menghormati ilmu pengetahuan sains teknik sipil konstruksi, mgkin bisa dicegah bencana kelalaian ini.",2 months ago,ajar buat pihak bangun berat utk aktivitas banyak org bangun sesuai hitung teknik sipil jgn sama bangun biasa rehab jadi tingkat tiang beton balok induk lantai plat lantai sesuai hitung beban mati beban gerak lihat dr runtuh plat lantai tdk ulang pakai lembar seng galvanisbondes jgn heran klo akibat pihak pesantren hormat ilmu tahu sains teknik sipil konstruksi mgkin cegah bencana lalai
@riyatnoyatno1418,"Innalillahi wainna ilaihi rojiun.
Semoga semua santri selamat semua
Aamiin.",2 months ago,innalillahi wainna ilaihi rojiun moga semua santri selamat semua aamiin
@sunaryotoomarsaid2996,"Siapa bertanggung jawab ya gaeez
Kasihan para korban..moga selamat dunia akhirat",2 months ago,siapa tanggung jawab gaeez kasihan korbanmoga selamat dunia akhirat
@NurulHidayah-p6q3h,Ikut Berduka Cita Atas Musibah ini....Semoga diberikan kekuatan dan keikhlasan dan kesabaran,2 months ago,ikut duka cita atas musibah inisemoga beri kuat ikhlas sabar
@adisumiyar769,"Semoga kiai, keluarga korban, seluruh keluarga besar pondok diberi ketabahan, inj semua tiada lain adalah taqdir Allah swt",2 months ago,moga kiai keluarga korban seluruh keluarga besar pondok beri tabah inj semua tiada taqdir allah swt
@Aqilafariza-lo9ld,Inalillahi turut berdukacita atas musibah ini .,2 months ago,inalillahi turut dukacita atas musibah
@MuhammadRico-on1rm,Struktur pembesianya keterlaluan itu di uji aja kelayakan pembaginannya,2 months ago,struktur pembesianya terlalu uji layak pembaginannya
@NasihinNasihin-m1d,Ya Allah lindungilah semua santri dan gurunya,2 months ago,allah lindung semua santri guru
@YadiGumilar83-k1e,Semoga Pengurus Ponpes nya Mau Bertanggung jawab Amin,2 months ago,moga urus ponpes nya mau tanggung jawab amin
@AminHidayat-l7i,Aamiin,2 months ago,aamiin
@IdaDeas,Semoga semua selamat td terkecuali,2 months ago,moga semua selamat td kecuali
@mahfudsyahroni9860,"Amin,,, terimakasih untuk doanya",2 months ago,amin terimakasih doa
@misrina9662,Aamiin,2 months ago,aamiin
@aanhidayatacoygeb4680,Amiin,2 months ago,amiin
@faihahiha1284,Aamiin,2 months ago,aamiin
@SiUnyiel-y6i,Amin,2 months ago,amin
@arrojirijalrijal8873,Aamiin ya Allah 😢😢,2 months ago,aamiin allah
@nurkhayatigondang6193,آمين يا الله يا ربّ العالمين 🤲🤲,2 months ago,
@lordunited383,Amiin,2 months ago,amiin
@OppoA17-ex9pk,Amin,2 months ago,amin
@capybara0872,Azab apa ujian ini boss,2 months ago,azab apa uji boss
@masdwi495,Dan smoga pak Kyai segera mempertanggung jawabkan kejadian ini pd pihak berwajib.,2 months ago,smoga pak kyai segera tanggung jawab jadi pd pihak wajib
@Masripah-j7q,Aamiin3 yra 🤲🤲🤲😭,2 months ago,aamiin yra
@jejegarok,anda betul kalau mau membangun bertingkat harus di perhitungkan dari mulai pondasi/ceker ayam istilah di proyek besi buat kolom  besi buat balek apalagi kalau bangunan buat musola pasti bayak kolom gantung yg bentangan nya panjang  bagusa kalau untuk coran yg luas/panjang menggunakan besi ayam jangan  besi wermes  🙏,2 months ago,betul kalau mau bangun tingkat hitung mulai pondasiceker ayam istilah proyek besi buat kolom besi buat balek kalau bangun buat musola bayak kolom gantung bentang nya panjang bagusa kalau cor luaspanjang guna besi ayam jangan besi wermes
